"";"ASSETID";"PERIOD";"PRICE";"UNITPRICE";"CONSTRUCTEDAREA";"ROOMNUMBER";"BATHNUMBER";"HASTERRACE";"HASLIFT";"HASAIRCONDITIONING";"AMENITYID";"HASPARKINGSPACE";"ISPARKINGSPACEINCLUDEDINPRICE";"PARKINGSPACEPRICE";"HASNORTHORIENTATION";"HASSOUTHORIENTATION";"HASEASTORIENTATION";"HASWESTORIENTATION";"HASBOXROOM";"HASWARDROBE";"HASSWIMMINGPOOL";"HASDOORMAN";"HASGARDEN";"ISDUPLEX";"ISSTUDIO";"ISINTOPFLOOR";"CONSTRUCTIONYEAR";"FLOORCLEAN";"FLATLOCATIONID";"CADCONSTRUCTIONYEAR";"CADMAXBUILDINGFLOOR";"CADDWELLINGCOUNT";"CADASTRALQUALITYID";"BUILTTYPEID_1";"BUILTTYPEID_2";"BUILTTYPEID_3";"DISTANCE_TO_CITY_CENTER";"DISTANCE_TO_METRO";"DISTANCE_TO_DIAGONAL";"LONGITUDE";"LATITUDE";"CUSEC";"CUMUN";"CSEC";"CDIS";"CMUN";"CPRO";"CCA";"CUDIS";"CLAU2";"NPRO";"NCA";"CNUT0";"CNUT1";"CNUT2";"CNUT3";"NMUN";"Shape_Leng";"Shape_Area";"geometry";"Renta.media.por.persona";"Renta.media.por.hogar"
"26226";"A8135186200559073996";201812;171000;2714,28571428571;63;3;1;0;1;0;3;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1965;3;1;1965;7;15;5;0;1;0;4,13572835736016;0,241630057488381;2,04056765200199;2,1973255840381;41,4179727563422;"0801910119";"08019";"119";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";528,518517059;17313,7959779;c(934405.00000313, 4598210.99988432);12256;27914
"26228";"A13244531831707924553";201812;247000;2872,09302325581;86;4;1;0;1;0;3;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;NA;3;1;1969;16;457;5;0;0;1;4,15078573354802;0,226832736597498;2,0665183280015;2,20026324067729;41,416570236361;"0801910121";"08019";"121";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1106,09831914;53803,3852327;c(934660.000003131, 4598069.99988432);11916;29982
"26230";"A15536054029076749893";201812;245000;2450;100;4;2;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;NA;1968;8;33;6;0;0;1;4,17158019255998;0,153175825517239;2,07968920121956;2,19911301369228;41,4174416299881;"0801910120";"08019";"120";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1033,56340595;51968,7523738;c(934558.00000313, 4598160.99988432);11987;28462
"26232";"A15998369576320002226";201812;335000;3190,47619047619;105;3;2;0;1;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1975;6;1;1975;9;96;5;0;0;1;3,78948415579953;0,0131040341029602;1,6943769723892;2,19516376916268;41,4153157540917;"0801910112";"08019";"112";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";547,25213727;18713,1049345;c(934242.000003128, 4597904.99988433);16704;42638
"26233";"A3508791195591816810";201812;260000;2888,88888888889;90;3;1;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;1;1967;11;45;5;0;0;1;3,77430387802792;0,0441376112672986;1,67999393375868;2,19558792597303;41,4149364303133;"0801910110";"08019";"110";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1398,76169031;61920,424993;c(934280.000003128, 4597864.99988432);12198;28115
"26234";"A15311230966512489867";201812;316000;3901,23456790123;81;3;1;0;1;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1973;7;1;1973;10;41;2;0;0;1;3,85119411086093;0,395754847011153;1,78959262853889;2,19986269319279;41,413356330322;"0801910105";"08019";"105";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";888,354995311;36537,7781831;c(934648.000003131, 4597710.99988433);13411;34524
"26236";"A17605785337475068031";201812;245000;2848,83720930233;86;3;1;0;1;0;3;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;NA;4;1;1967;11;34;4;0;1;0;3,97198269892215;0,27692148355758;1,89233659663882;2,19941078552227;41,415033352032;"0801910109";"08019";"109";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";945,555620342;50483,0446677;c(934599.00000313, 4597894.99988433);12380;29280
"26237";"A5520449689269828005";201812;183000;3155,1724137931;58;2;1;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;1;1978;9;51;6;0;0;1;3,57617384047566;0,190314818131389;1,48494717146671;2,19496219376402;41,4130921469187;"0801910110";"08019";"110";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1398,76169031;61920,424993;c(934240.000003128, 4597656.99988432);12198;28115
"26238";"A10657781934629709881";201812;177000;2391,89189189189;74;3;1;0;1;0;3;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1960;5;1;1960;7;15;5;0;1;0;3,96603234947268;0,173318366466406;1,87147803614352;2,19547037703387;41,417057447984;"0801910113";"08019";"113";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1270,63846084;58296,3521509;c(934256.000003128, 4598099.99988432);12559;31370
"26241";"A10277177304678300433";201812;203000;2900;70;3;1;0;1;0;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;NA;11;1;1969;16;97;5;0;0;1;4,50916709632296;0,196495014935607;2,4140219762939;2,19955605978509;41,4208876891823;"0801910117";"08019";"117";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";540,886778704;18283,1501669;c(934572.00000313, 4598545.99988432);12396;29596
"26242";"A11269912592827665808";201812;194000;2309,52380952381;84;4;1;0;1;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;NA;6;1;1971;16;81;5;0;0;1;4,49105071693433;0,245937043995529;2,39647667427968;2,19880410055443;41,4210568074278;"0801910116";"08019";"116";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";951,583564681;44606,0156121;c(934508.00000313, 4598560.99988432);11359;27270
"26243";"A6624144374640216008";201812;215000;2388,88888888889;90;3;1;0;1;0;3;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1967;8;1;1967;11;34;4;0;1;0;3,98372783836935;0,287822861347029;1,90462842546313;2,19955808664231;41,4150806947632;"0801910109";"08019";"109";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";945,555620342;50483,0446677;c(934611.00000313, 4597900.99988433);12380;29280
"26246";"A716256531888863948";201812;268000;3152,94117647059;85;3;1;0;1;1;3;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1970;4;1;1970;16;97;5;0;0;1;4,47042729300994;0,192659593990323;2,37534045790774;2,19916724664038;41,4206622286905;"0801910117";"08019";"117";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";540,886778704;18283,1501669;c(934541.000003131, 4598518.99988433);12396;29596
"26247";"A7205809440856058404";201812;196000;2925,37313432836;67;3;1;0;1;0;3;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;NA;8;1;1964;7;29;5;0;0;1;3,76766394913077;0,0573555672827871;1,67401867495299;2,19577760329724;41,4147657881502;"0801910110";"08019";"110";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1398,76169031;61920,424993;c(934297.000003128, 4597846.99988433);12198;28115
"26249";"A3411613833343972395";201812;276000;3066,66666666667;90;3;1;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;NA;1969;16;457;5;0;0;1;4,24321412636787;0,190164110855381;2,16046679295719;2,20116645060271;41,4170964829399;"0801910121";"08019";"121";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1106,09831914;53803,3852327;c(934732.000003131, 4598132.99988432);11916;29982
"26250";"A16907928524414305424";201812;153000;1275;120;0;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;1;1960;7;15;5;0;0;1;4,0341911322208;0,23414140167162;1,94002544567263;2,19571051087548;41,4176677783927;"0801910114";"08019";"114";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";808,904560478;27389,284777;c(934272.000003128, 4598168.99988432);11084;27001
"26252";"A4153632694666452821";201812;270000;3253,01204819277;83;3;1;1;1;1;3;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1969;3;1;1969;9;35;6;0;0;1;4,31813993490873;0,322185592032976;2,2257695257116;2,19682960846328;41,4201469274244;"0801910115";"08019";"115";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";2263,61584189;127111,006061;c(934349.000003129, 4598449.99988432);12324;28606
"26254";"A9892818491644886076";201812;254000;2822,22222222222;90;3;1;1;1;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1960;3;1;1960;9;35;6;0;0;1;4,37347131354182;0,220928066202943;2,27872717957947;2,1981777079422;41,4201038660758;"0801910115";"08019";"115";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";2263,61584189;127111,006061;c(934462.00000313, 4598451.99988432);12324;28606
"26258";"A10736627386928107279";201812;253000;3373,33333333333;75;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;NA;1980;11;43;4;0;0;1;3,81549561694042;0,314680125054381;1,74337891780704;2,19882841848217;41,4135832560887;"0801910105";"08019";"105";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";888,354995311;36537,7781831;c(934560.000003129, 4597730.99988433);13411;34524
"26259";"A418747078801687914";201812;542000;6302,32558139535;86;3;2;0;1;1;3;1;1;1;0;1;1;0;0;1;1;1;1;0;0;0;2016;8;1;2016;7;15;4;0;0;1;3,63187537068895;0,318297258830382;1,5582753315916;2,19722946930463;41,412431289969;"0801910107";"08019";"107";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";835,585724055;38007,3042035;c(934434.000003128, 4597594.99988433);16129;41863
"26262";"A12446532256142111831";201812;298000;2893,20388349515;103;3;2;1;1;0;3;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;NA;11;1;1970;11;43;6;0;0;1;4,10600399545504;0,238207835806555;2,01851422729868;2,19946956485359;41,4165161752915;"0801910121";"08019";"121";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1106,09831914;53803,3852327;c(934594.000003131, 4598059.99988432);11916;29982
"26269";"A15756703753269032346";201812;229000;2544,44444444444;90;3;1;0;1;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;4;1;1960;9;18;6;0;0;1;4,35421572701383;0,306590419599565;2,26133849282072;2,19720505927594;41,4203549953924;"0801910116";"08019";"116";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";951,583564681;44606,0156121;c(934379.000003129, 4598474.99988432);11359;27270
"26274";"A3075967756095751350";201812;333000;4970,14925373134;67;3;1;1;1;1;3;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1968;3;1;1968;8;15;6;0;0;1;3,76429454522409;0,318310341218057;1,6917974103929;2,19838410089456;41,4132612746466;"0801910106";"08019";"106";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";566,907463154;20032,123502;c(934525.00000313, 4597692.99988432);13620;32090
"26278";"A165818542099904587";201812;170000;2394,3661971831;71;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;1;1957;10;378;5;0;0;1;4,28670782264654;0,0379990722487543;2,19428206317247;2,19979538766812;41,4183470147055;"0801910120";"08019";"120";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1033,56340595;51968,7523738;c(934609.000003131, 4598264.99988432);11987;28462
"26279";"A4179200049664204201";201812;266000;2955,55555555556;90;4;2;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1965;2;NA;1965;8;33;6;0;0;1;4,23853336708968;0,122183643614567;2,14397807784763;2,19865278669658;41,4184167958718;"0801910118";"08019";"118";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";518,048544293;17395,768695;c(934513.00000313, 4598266.99988433);15590;40067
"26280";"A10888552858310767864";201812;303000;2885,71428571429;105;4;2;0;1;0;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1984;3;1;1984;11;36;4;0;0;1;3,71611609702065;0,235397651526642;1,63444956855758;2,19721157331469;41,4134044197317;"0801910108";"08019";"108";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";590,824707068;21666,1250969;c(934426.000003129, 4597702.99988433);12787;30511
"26284";"A6852146242322486799";201812;322000;3462,36559139785;93;3;2;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;1;1959;8;16;6;0;0;1;3,80170423624627;0,0516813373868051;1,70674581064873;2,19469050754487;41,4156792935778;"0801910112";"08019";"112";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";547,25213727;18713,1049345;c(934200.000003127, 4597942.99988433);16704;42638
"26286";"A15488067362339222800";201812;261000;3480;75;3;1;0;1;1;3;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1995;NA;1;1995;16;457;5;0;0;1;4,18312843005142;0,242109489216357;2,10259820293504;2,20096560713134;41,4165293984112;"0801910121";"08019";"121";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1106,09831914;53803,3852327;c(934719.000003132, 4598068.99988433);11916;29982
"26287";"A11834296038063827401";201812;274000;3301,20481927711;83;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1969;3;NA;1969;16;97;5;0;0;1;4,48574954844496;0,188173821814506;2,39061327346648;2,19937558304603;41,4207248116518;"0801910117";"08019";"117";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";540,886778704;18283,1501669;c(934558.000003131, 4598526.99988432);12396;29596
"26292";"A11040532010346549361";201812;271000;3188,23529411765;85;3;1;0;1;1;3;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;NA;3;2;1969;16;97;5;0;0;1;4,48737205170049;0,191773179685739;2,39224803674647;2,19935390049449;41,4207528030489;"0801910117";"08019";"117";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";540,886778704;18283,1501669;c(934556.000003131, 4598529.99988432);12396;29596
"26294";"A14278509685612374377";201812;337000;3209,52380952381;105;3;2;0;1;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1975;6;1;1975;11;45;5;0;0;1;3,76727607254064;0,0398934980597634;1,673014088093;2,19555907548154;41,4148747159851;"0801910110";"08019";"110";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1398,76169031;61920,424993;c(934278.000003128, 4597857.99988433);12198;28115
"26296";"A15081568440034921306";201812;282000;3204,54545454545;88;2;1;0;1;0;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;NA;6;NA;1957;10;378;5;0;0;1;4,29033785263276;0,0366153420842697;2,19759467536697;2,1997296251435;41,4184220185409;"0801910118";"08019";"118";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";518,048544293;17395,768695;c(934603.000003131, 4598272.99988432);15590;40067
"26298";"A14254832236113569326";201812;160000;1927,71084337349;83;3;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;1;1960;5;16;6;0;1;0;4,14147348758345;0,220253066498485;2,04645987311958;2,1976408885456;41,4178774470447;"0801910119";"08019";"119";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";528,518517059;17313,7959779;c(934432.00000313, 4598201.99988432);12256;27914
"26300";"A9183072593736959265";201812;228000;2280;100;3;2;0;1;1;3;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1960;1;1;1960;6;13;5;0;0;1;3,99049420299855;0,222292519172651;1,89698175414802;2,19519064382327;41,417448238281;"0801910113";"08019";"113";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1270,63846084;58296,3521509;c(934230.000003128, 4598141.99988432);12559;31370
"26301";"A16235541574502773287";201812;243000;3796,875;64;2;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;1;1969;11;45;6;0;0;1;3,88999074013093;0,130244825524752;1,80089418622104;2,19761283605838;41,415132816975;"0801910109";"08019";"109";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";945,555620342;50483,0446677;c(934448.000003129, 4597896.99988433);12380;29280
"26302";"A948320413289392178";201812;336000;3360;100;3;2;1;1;1;2;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1960;4;1;1960;7;15;5;0;1;0;4,11992690749503;0,321737160625058;2,02661336346505;2,19591875381477;41,4184776174275;"0801910114";"08019";"114";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";808,904560478;27389,284777;c(934284.000003128, 4598259.99988432);11084;27001
"26304";"A16394990141775033913";201812;216000;3085,71428571429;70;2;1;1;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1967;6;1;1967;16;95;6;0;0;1;4,47547778536571;0,307216888487809;2,38241523956805;2,19800733576378;41,4212639624207;"0801910116";"08019";"116";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";951,583564681;44606,0156121;c(934440.00000313, 4598579.99988432);11359;27270
"26306";"A7334402000834654387";201812;194000;2895,5223880597;67;3;1;0;1;0;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1967;7;1;1967;11;84;5;0;0;1;3,76898445228495;0,0309824109253219;1,67410268233304;2,19525023221922;41,4150507534581;"0801910112";"08019";"112";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";547,25213727;18713,1049345;c(934251.000003128, 4597875.99988432);16704;42638
"26312";"A9541654555809498817";201812;259000;3453,33333333333;75;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA;5;1;1981;10;101;5;0;0;1;4,32895200664931;0,243365232082476;2,25153079289005;2,20245187771749;41,4173172982159;"0801910122";"08019";"122";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1100,14454215;58000,2404549;c(934838.000003132, 4598163.99988433);15416;40373
"26313";"A11167929974104981960";201812;291000;3464,28571428571;84;3;1;0;1;1;3;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1955;4;1;1955;10;101;5;0;0;1;4,24371459155062;0,307885110541342;2,17201280157218;2,20233099739096;41,4164044786524;"0801910122";"08019";"122";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1100,14454215;58000,2404549;c(934834.000003132, 4598061.99988433);15416;40373
"26314";"A3323073500598141349";201812;272000;3126,4367816092;87;2;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;1;1957;10;378;5;0;1;0;4,26571104480205;0,0629574697789287;2,17268166683291;2,19946788864637;41,4182898324069;"0801910118";"08019";"118";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";518,048544293;17395,768695;c(934582.000003131, 4598256.99988432);15590;40067
"26316";"A351669784689101128";201812;208000;3151,51515151515;66;2;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;7;1;1965;12;89;6;0;0;1;3,90333255021812;0,0962853980442589;1,81203197540137;2,19731475342145;41,4154434168569;"0801910110";"08019";"110";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1398,76169031;61920,424993;c(934421.000003129, 4597929.99988433);12198;28115
"26317";"A179336008200243872";201812;186000;2240,96385542169;83;3;1;0;1;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1959;5;1;1959;8;128;5;0;1;0;3,81263327559923;0,0908845165675441;1,71834532337933;2,19437690793426;41,4159455736879;"0801910112";"08019";"112";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";547,25213727;18713,1049345;c(934172.000003127, 4597970.99988432);16704;42638
"26319";"A4341694574754003461";201812;246000;2460;100;4;2;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1965;2;NA;1965;8;33;6;0;0;1;4,16450951571953;0,182165336874744;2,06994766909683;2,19814283572208;41,4178727138689;"0801910119";"08019";"119";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";528,518517059;17313,7959779;c(934474.00000313, 4598203.99988432);12256;27914
"26323";"A10920458005334725599";201812;263000;3652,77777777778;72;3;1;1;1;0;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;NA;7;1;1969;11;35;4;0;0;1;3,52210873165287;0,331382599955875;1,44399595129903;2,1960031936801;41,4119016351542;"0801910107";"08019";"107";"10";"019";"08";"09";"0801910";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";835,585724055;38007,3042035;c(934335.000003128, 4597529.99988433);16129;41863
"26326";"A15019144716531240367";201812;413000;6073,52941176471;68;2;1;0;1;1;3;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;NA;3;2;1964;6;11;4;1;0;0;1,94665777477098;0,291511619934376;0,528217134881166;2,14681572139063;41,3884777745704;"0801902110";"08019";"110";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1539,52508673;118573,775679;c(930377.000003097, 4594681.99988435);16804;38060
"26327";"A6278558063841844369";201812;343000;4341,77215189874;79;3;1;0;1;1;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1940;3;1;1940;9;50;4;0;0;1;2,03551573645726;0,280841668034356;1,30160418605976;2,14703200654528;41,3809325201107;"0801902134";"08019";"134";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";561,505901371;19358,3194865;c(930445.000003096, 4593844.99988437);16381;37473
"26328";"A7040646336535654446";201812;392000;5226,66666666667;75;3;2;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;1;1936;7;17;4;0;0;1;2,11094137585406;0,0479135289433833;0,958122811630807;2,14513643013104;41,3837184356752;"0801902127";"08019";"127";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1298,34663957;66564,5027607;c(930268.000003095, 4594144.99988436);16519;36042
"26331";"A18336622649125233134";201812;723000;5239,13043478261;138;3;3;1;1;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2004;0;NA;2004;7;39;3;0;0;1;2,00571095747856;0,36608683117166;0,402534489187172;2,1462652216895;41,3895288102192;"0801902110";"08019";"110";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1539,52508673;118573,775679;c(930324.000003096, 4594795.99988436);16804;38060
"26332";"A9550371647460172655";201812;446000;5247,05882352941;85;3;2;1;1;1;3;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1982;2;1;1982;2;4;4;0;0;1;2,1157725578579;0,29689200470968;1,20691632231726;2,14576432021899;41,3815295507616;"0801902133";"08019";"133";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";628,666587096;23787,8649522;c(930335.000003096, 4593904.99988437);18209;41559
"26333";"A14405116568807068836";201812;753000;4591,46341463415;164;4;2;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1961;NA;NA;1961;10;39;3;0;0;1;2,32168705147548;0,20285706264545;0,883550474090168;2,14254391815454;41,3838886543846;"0801902126";"08019";"126";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";751,095180503;29657,130963;c(930050.000003094, 4594150.99988436);18636;45220
"26334";"A10134012280412158069";201812;406000;5075;80;3;2;0;1;0;3;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;NA;3;1;1930;7;29;4;0;0;1;1,92861034574702;0,3228555115272;1,40976334288742;2,14868507905838;41,3803722049015;"0801902135";"08019";"135";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";803,921840919;35899,8512546;c(930587.000003098, 4593790.99988436);14852;33469
"26336";"A17809760174397178297";201812;348000;4000;87;3;1;1;1;0;3;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1964;2;NA;1964;10;28;3;0;1;0;1,82283190177636;0,202272161732522;0,468633662699849;2,14845574608307;41,3894125514977;"0801902110";"08019";"110";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1539,52508673;118573,775679;c(930508.000003097, 4594793.99988436);16804;38060
"26337";"A8919283476126124579";201812;433000;5551,28205128205;78;3;1;1;1;0;3;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1972;8;1;1970;10;32;3;0;1;0;2,20535221496187;0,137112853239226;0,795040896356178;2,14376556846811;41,3849772937578;"0801902125";"08019";"125";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";713,989711879;27739,6466633;c(930145.000003095, 4594277.99988436);17752;42203
"26338";"A10642769721472070584";201812;522000;5800;90;2;1;0;1;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1930;6;25;4;0;0;1;2,01042740483376;0,150375049741258;1,04107475550152;2,14647577874415;41,3832712497;"0801902128";"08019";"128";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";590,155569662;21278,403074;c(930383.000003096, 4594101.99988436);16073;36883
