"";"ASSETID";"PERIOD";"PRICE";"UNITPRICE";"CONSTRUCTEDAREA";"ROOMNUMBER";"BATHNUMBER";"HASTERRACE";"HASLIFT";"HASAIRCONDITIONING";"AMENITYID";"HASPARKINGSPACE";"ISPARKINGSPACEINCLUDEDINPRICE";"PARKINGSPACEPRICE";"HASNORTHORIENTATION";"HASSOUTHORIENTATION";"HASEASTORIENTATION";"HASWESTORIENTATION";"HASBOXROOM";"HASWARDROBE";"HASSWIMMINGPOOL";"HASDOORMAN";"HASGARDEN";"ISDUPLEX";"ISSTUDIO";"ISINTOPFLOOR";"CONSTRUCTIONYEAR";"FLOORCLEAN";"FLATLOCATIONID";"CADCONSTRUCTIONYEAR";"CADMAXBUILDINGFLOOR";"CADDWELLINGCOUNT";"CADASTRALQUALITYID";"BUILTTYPEID_1";"BUILTTYPEID_2";"BUILTTYPEID_3";"DISTANCE_TO_CITY_CENTER";"DISTANCE_TO_METRO";"DISTANCE_TO_DIAGONAL";"LONGITUDE";"LATITUDE";"CUSEC";"CUMUN";"CSEC";"CDIS";"CMUN";"CPRO";"CCA";"CUDIS";"CLAU2";"NPRO";"NCA";"CNUT0";"CNUT1";"CNUT2";"CNUT3";"NMUN";"Shape_Leng";"Shape_Area";"geometry";"Renta.media.por.persona";"Renta.media.por.hogar"
"611";"A17178357104237459625";201812;230000;4600;50;1;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;1;1874;5;6;5;0;0;1;0,942512316606159;0,165656092173879;1,82169824749534;2,18089355788965;41,384657592312;"0801901045";"08019";"045";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1066,56475609;54060,3370113;c(933253.000003116, 4594427.99988437);11833;24304
"612";"A12958928686026400439";201812;318000;5888,88888888889;54;2;1;1;0;1;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1900;1;1;1900;6;16;4;0;0;1;0,82667464943622;0,288491621926035;1,31117289186493;2,17949453439449;41,3891592204959;"0801901051";"08019";"051";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";641,37214006;23127,7171906;c(933106.000003117, 4594920.99988436);9605;22565
"613";"A14130074926133812366";201812;621000;4776,92307692308;130;4;2;1;0;0;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1900;3;1;1900;5;7;7;0;1;0;0,754966598626128;0,143225933917558;1,69404858666354;2,17882260226767;41,3853722763052;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933075.000003116, 4594496.99988436);10639;22659
"615";"A17875930273387851625";201812;393000;5240;75;2;1;0;0;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;4;1;1900;7;11;7;0;0;1;1,07892748586314;0,371960565761772;1,75353361978384;2,18286147422362;41,3858021405488;"0801901044";"08019";"044";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";937,159204631;53422,7501849;c(933410.000003118, 4594564.99988436);14553;32158
"616";"A8553795291610210585";201812;525000;5585,10638297872;94;2;2;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1850;3;NA;1850;4;7;6;0;0;1;0,59633646049021;0,236156941502849;1,31810905551309;2,17690280494201;41,388438889901;"0801901051";"08019";"051";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";641,37214006;23127,7171906;c(932894.000003114, 4594827.99988437);9605;22565
"617";"A16232530302368710074";201812;512000;3938,46153846154;130;3;2;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1895;4;1;1895;6;7;7;0;0;1;0,824589484890447;0,0512288586487207;1,80696685722138;2,17930891544575;41,3844230203069;"0801901046";"08019";"046";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1054,25130514;48285,0260469;c(933122.000003116, 4594393.99988436);11835;25831
"618";"A14871623281042498734";201812;357000;3432,69230769231;104;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;1;1900;6;12;5;0;0;1;0,877059237527853;0,326964375025144;1,37600802626281;2,180273137049;41,388727944001;"0801901053";"08019";"053";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1025,36131685;41435,5260201;c(933174.000003116, 4594876.99988436);10590;21823
"619";"A15006742449734750108";201812;268000;3480,51948051948;77;3;1;0;0;1;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1850;4;1;1850;5;13;7;0;1;0;0,795107994971985;0,131760291478622;1,72615488033102;2,179248333816;41,3851640000662;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933112.000003116, 4594475.99988436);10639;22659
"620";"A3467639492441057256";201812;536000;6090,90909090909;88;2;2;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;1;1900;5;13;6;1;0;0;1,13905627296909;0,337608828891775;2,32891949931496;2,17922033889932;41,3794033463098;"0801901031";"08019";"031";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1114,80938168;46112,0156874;c(933148.000003115, 4593835.99988437);10322;26246
"621";"A17131078325066698955";201812;470000;3430,65693430657;137;5;1;0;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1834;3;NA;1834;5;18;6;0;0;1;1,14829531514634;0,185344055098033;2,3954873685109;2,17785625770065;41,3784835731548;"0801901030";"08019";"030";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";4173,32904667;311579,27245;c(933040.000003115, 4593726.99988437);10211;24683
"622";"A14212039657016665571";201812;280000;5384,61538461539;52;1;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1860;NA;1;1860;4;7;5;0;0;1;0,773414767172793;0,158032826912165;2,03550862510401;2,17535324306425;41,3812793730133;"0801901028";"08019";"028";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1257,51668573;72026,7678417;c(932812.000003114, 4594024.99988437);11116;25534
"623";"A5208741472122221098";201812;792000;5280;150;2;2;1;1;1;3;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;2011;3;1;2011;6;30;4;0;0;1;0,32381860935439;0,216060081939025;1,52236801221928;2,17351579184576;41,3856836646088;"0801901023";"08019";"023";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1361,34393822;93901,2579493;c(932629.000003112, 4594504.99988436);13615;30465
"624";"A1242411104437329104";201812;794000;2646,66666666667;300;2;3;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1890;0;1;1890;4;11;6;0;0;1;0,656338626204012;0,189950237758415;1,91155905760513;2,17491189262236;41,3823436241979;"0801901028";"08019";"028";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1257,51668573;72026,7678417;c(932768.000003113, 4594140.99988436);11116;25534
"626";"A11376687167184227632";201812;380000;3193,27731092437;119;4;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1700;2;NA;1700;2;4;6;0;0;1;0,640931304054596;0,250044261179154;1,85531003623909;2,17569979713133;41,3830823502748;"0801901025";"08019";"025";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1146,82708688;82764,2416644;c(932829.000003113, 4594226.99988437);11760;25453
"630";"A2724704634041227894";201812;770000;3347,82608695652;230;5;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1850;NA;2;1850;5;7;5;0;1;0;0,297811482299168;0,0851532853289587;1,39588870696695;2,17360228061435;41,3869221801056;"0801901023";"08019";"023";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1361,34393822;93901,2579493;c(932628.000003113, 4594642.99988436);13615;30465
"631";"A3948169698240591538";201812;611000;3085,85858585859;198;5;2;0;0;0;3;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;NA;3;1;1870;4;10;4;0;1;0;1,19516511666673;0,0168751791406455;2,47768796712157;2,17637910431321;41,3773438083317;"0801901001";"08019";"001";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";2917,70992503;230637,101072;c(932924.000003114, 4593592.99988437);9977;24839
"632";"A8769812625960109395";201812;516000;3850,74626865672;134;4;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1850;5;1;1850;5;6;5;0;0;1;0,705420979778144;0,195304434519164;1,95559494116047;2,17535430919157;41,3820445801603;"0801901025";"08019";"025";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1146,82708688;82764,2416644;c(932807.000003114, 4594109.99988436);11760;25453
"633";"A12326324844027822133";201812;646000;4614,28571428572;140;5;2;1;1;1;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;NA;3;1;1910;3;5;5;0;1;0;0,910821443824056;0,248335950276458;2,16374549863796;2,17647583471816;41,3803644537343;"0801901029";"08019";"029";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";946,43759073;48361,306957;c(932912.000003114, 4593928.99988437);9797;22902
"634";"A16351172766811644132";201812;661000;4183,54430379747;158;2;2;0;0;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1900;2;1;1900;5;12;4;0;0;1;1,01624166057478;0,192695200132368;2,29971938822937;2,1754668010959;41,3787984260066;"0801901029";"08019";"029";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";946,43759073;48361,306957;c(932838.000003113, 4593749.99988437);9797;22902
"635";"A3371868836128435144";201812;776000;6632,47863247863;117;2;2;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1831;5;14;5;0;0;1;1,00761792227464;0,317532195878847;2,16283714693845;2,17901865140277;41,3809249518541;"0801901027";"08019";"027";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";994,100894775;48016,5238306;c(933121.000003115, 4594003.99988437);10910;25939
"636";"A9734376277807022940";201812;403000;4914,63414634146;82;2;2;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1900;4;11;7;0;0;1;1,05852518495376;0,351324905158385;2,25654731603029;2,17855687676313;41,3799284517331;"0801901031";"08019";"031";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1114,80938168;46112,0156874;c(933089.000003115, 4593890.99988437);10322;26246
"637";"A664682938313397011";201812;483000;5366,66666666667;90;3;2;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;1;1910;5;11;6;0;0;1;0,905103352061882;0,234780726178937;2,16161342728609;2,17630623421817;41,3803360917386;"0801901029";"08019";"029";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";946,43759073;48361,306957;c(932898.000003114, 4593924.99988437);9797;22902
"639";"A1422772618622280423";201812;908000;4934,78260869565;184;3;4;1;1;1;3;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;2018;1;1;2018;5;6;5;0;0;1;0,519811556887144;0,154218098733204;1,797403833654;2,17338884097095;41,3830335011483;"0801901028";"08019";"028";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1257,51668573;72026,7678417;c(932636.000003112, 4594209.99988437);11116;25534
"640";"A12139448045432876932";201812;667000;3586,02150537634;186;4;3;1;1;0;3;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;NA;4;1;1900;7;11;7;0;0;1;1,17733560645422;0,360176722433692;2,21959603910847;2,1817704432033;41,3811068342981;"0801901026";"08019";"026";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1124,58921495;61108,4061151;c(933350.000003117, 4594037.99988437);11285;29523
"642";"A1846531620993081320";201812;871000;5885,13513513514;148;3;3;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;1;1900;5;13;6;1;0;0;1,13617136923682;0,365355471669065;2,31469260389363;2,17943851496104;41,3795915655859;"0801901031";"08019";"031";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1114,80938168;46112,0156874;c(933165.000003116, 4593857.99988437);10322;26246
"643";"A340721209404311343";201812;277000;5540;50;2;1;0;0;0;3;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1960;2;1;1960;5;11;6;0;0;1;0,402757369891316;0,136824921383594;1,47487596212603;2,17480686868834;41,3864357233312;"0801901023";"08019";"023";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1361,34393822;93901,2579493;c(932732.000003114, 4594594.99988436);13615;30465
"644";"A6321027940749219991";201812;891000;6274,64788732394;142;3;2;0;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1900;1;1;1900;5;12;4;0;0;1;1,31181486890446;0,100277270859128;2,58729601397326;2,1774415727671;41,3765756403387;"0801901030";"08019";"030";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";4173,32904667;311579,27245;c(933018.000003114, 4593512.99988438);10211;24683
"645";"A12116430291735609865";201812;737000;5419,11764705882;136;3;2;0;1;1;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2011;3;NA;2011;4;9;2;0;0;1;0,335724769311119;0,169715244927115;1,49458067677834;2,17386806591717;41,3860549120566;"0801901023";"08019";"023";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1361,34393822;93901,2579493;c(932656.000003112, 4594547.99988437);13615;30465
"646";"A3687544402758914775";201812;789000;4264,86486486487;185;4;3;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;1;1900;6;9;6;0;1;0;1,16662104181047;0,338384491344493;2,35334099535537;2,17945760881456;41,3792305839863;"0801901031";"08019";"031";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1114,80938168;46112,0156874;c(933169.000003115, 4593817.99988437);10322;26246
"647";"A7270435851847644272";201812;555000;4440;125;3;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1980;5;9;6;0;0;1;0,981208571012476;0,236997701648197;2,25818029348466;2,17574280379984;41,3792631377445;"0801901029";"08019";"029";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";946,43759073;48361,306957;c(932858.000003114, 4593802.99988437);9797;22902
"648";"A10419296221798072941";201812;260000;3023,25581395349;86;3;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;1;1850;4;14;5;0;1;0;1,0521607829058;0,309833526197828;2,17478814268196;2,17983999053145;41,3810319304534;"0801901027";"08019";"027";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";994,100894775;48016,5238306;c(933189.000003117, 4594019.99988437);10910;25939
"650";"A10764467777383245510";201812;552000;4717,94871794872;117;4;2;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;1;1954;7;13;6;0;0;1;0,320705136508133;0,202909465886911;1,60141436883621;2,17212262472935;41,3845490627552;"0801901022";"08019";"022";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1147,85783067;81839,8839234;c(932520.000003112, 4594371.99988436);15591;32652
"651";"A5958478593870781829";201812;481000;3272,10884353742;147;4;2;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;NA;2;1;1950;5;16;6;0;0;1;0,94762763592388;0,246624358533369;2,21046974760557;2,17628034154999;41,3798601005539;"0801901029";"08019";"029";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";946,43759073;48361,306957;c(932899.000003113, 4593871.99988437);9797;22902
"652";"A7226645728906623797";201812;323000;4194,8051948052;77;2;1;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1875;NA;NA;1875;5;22;5;0;0;1;1,22304096092657;0,321747997565299;2,41368382194883;2,17971611114282;41,3787237520194;"0801901030";"08019";"030";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";4173,32904667;311579,27245;c(933194.000003115, 4593762.99988437);10211;24683
"654";"A5400937989689805668";201812;1153000;6703,48837209302;172;2;2;1;1;1;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;1870;5;1;1870;4;7;3;0;0;1;0,899721223525412;0,163008367672165;2,1800325703248;2,17515648032953;41,3798567687513;"0801901029";"08019";"029";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";946,43759073;48361,306957;c(932805.000003113, 4593865.99988437);9797;22902
"655";"A785641120595392888";201812;328000;5046,15384615385;65;2;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;NA;1930;4;11;6;0;0;1;1,03451580943686;0,359612753101321;2,23471560626484;2,17836653012288;41,3800900919196;"0801901031";"08019";"031";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1114,80938168;46112,0156874;c(933072.000003114, 4593907.99988437);10322;26246
"657";"A16195607882868283969";201812;537000;4162,79069767442;129;3;2;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;NA;1940;4;17;6;0;0;1;0,880170092262313;0,30999252096842;2,0802045790891;2,17742520702595;41,3813299625602;"0801901027";"08019";"027";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";994,100894775;48016,5238306;c(932985.000003114, 4594040.99988437);10910;25939
"658";"A17071487317800945715";201812;4e+05;3508,77192982456;114;2;2;1;0;0;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1900;1;1;1900;5;9;6;0;1;0;0,525624959891938;0,102117020440306;1,81199952299251;2,17234839325704;41,382576231648;"0801901028";"08019";"028";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1257,51668573;72026,7678417;c(932552.000003112, 4594153.99988436);11116;25534
"659";"A9797575852809370735";201812;594000;4534,35114503817;131;4;2;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1948;6;1;1948;7;17;3;0;1;0;0,984287323862956;0,143774454564;1,99177403371842;2,18054350458672;41,382962826755;"0801901046";"08019";"046";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1054,25130514;48285,0260469;c(933235.000003117, 4594237.99988436);11835;25831
"661";"A5985293696682341172";201812;297000;5120,68965517241;58;1;1;0;0;1;3;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1936;2;1;1936;5;14;7;0;0;1;1,00925071565017;0,310789646213422;2,24010150259607;2,1775478401784;41,3798659440082;"0801901030";"08019";"030";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";4173,32904667;311579,27245;c(933005.000003115, 4593878.99988437);10211;24683
"662";"A13852648019783917586";201812;695000;5305,34351145038;131;4;2;0;1;0;3;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1948;6;1;1948;7;17;3;0;1;0;0,913782832899904;0,0795446355148999;1,94904496032253;2,17974855117304;41,3831877734116;"0801901026";"08019";"026";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1124,58921495;61108,4061151;c(933167.000003116, 4594258.99988437);11285;29523
"663";"A617451087330598880";201812;321000;4720,58823529412;68;2;2;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1900;4;NA;1900;6;13;6;0;0;1;0,202861916190694;0,162038065524776;1,36965932859294;2,17246139247862;41,3868565698697;"0801901023";"08019";"023";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1361,34393822;93901,2579493;c(932533.000003112, 4594629.99988436);13615;30465
"664";"A10304045472114684971";201812;1005000;4407,89473684211;228;3;4;1;1;1;3;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;NA;1;1;1900;5;6;6;0;0;1;0,516093824149732;0,142560950658662;1,79729529390926;2,17316873834556;41,3829713991732;"0801901028";"08019";"028";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1257,51668573;72026,7678417;c(932618.000003111, 4594201.99988437);11116;25534
"665";"A18354522859208356998";201812;1435000;4375;328;4;2;0;1;1;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1850;2;1;1850;6;17;6;0;0;1;1,09244018133696;0,375382011864854;2,23616232235054;2,17979216814549;41,3804308883026;"0801901027";"08019";"027";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";994,100894775;48016,5238306;c(933189.000003116, 4593952.99988437);10910;25939
"666";"A10457861300736895897";201812;479000;3421,42857142857;140;3;2;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1750;4;NA;1750;4;12;5;0;0;1;0,957606514212469;0,156334063555255;2,0272214099266;2,17978459203513;41,3824388981206;"0801901026";"08019";"026";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1124,58921495;61108,4061151;c(933175.000003116, 4594175.99988437);11285;29523
"667";"A14786570165319323324";201812;281000;4014,28571428571;70;2;1;1;0;1;2;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1900;4;1;1900;6;12;6;0;0;1;1,13653189835418;0,0761142979236184;2,4184487296158;2,1761563098029;41,3778490224751;"0801901030";"08019";"030";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";4173,32904667;311579,27245;c(932902.000003114, 4593647.99988437);10211;24683
"668";"A10880163949064250820";201812;396000;4000;99;3;2;1;1;1;3;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;NA;3;2;1850;2;4;6;0;0;1;0,570144434972716;0,237844129902962;1,81051015951899;2,17475832328145;41,3832688554157;"0801901025";"08019";"025";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1146,82708688;82764,2416644;c(932749.000003113, 4594242.99988437);11760;25453
"669";"A7352176037866490013";201812;383000;3718,44660194175;103;2;2;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1900;6;19;6;0;0;1;1,06998142737766;0,159195752625491;2,34297030568312;2,17640963534752;41,3786298604812;"0801901030";"08019";"030";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";4173,32904667;311579,27245;c(932918.000003114, 4593735.99988437);10211;24683
"670";"A12695440695346880782";201812;402000;4843,3734939759;83;2;2;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1936;5;6;6;0;0;1;0,940563972313853;0,339172441948442;2,15131090231266;2,17759036976234;41,3807013041493;"0801901029";"08019";"029";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";946,43759073;48361,306957;c(933003.000003114, 4593971.99988437);9797;22902
"671";"A13057924636095553983";201812;384000;3764,70588235294;102;2;3;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1936;3;3;4;0;0;1;0,617527442554595;0,122193364891536;1,89221341933365;2,17403597771152;41,3823020918495;"0801901028";"08019";"028";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1257,51668573;72026,7678417;c(932695.000003112, 4594131.99988437);11116;25534
"672";"A7989130079635319496";201812;908000;6135,13513513514;148;3;3;0;1;1;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;2018;1;1;2018;5;13;6;0;0;1;1,05156417190671;0,327085826638976;2,26209533576276;2,17824841351614;41,3798073257333;"0801901031";"08019";"031";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1114,80938168;46112,0156874;c(933064.000003115, 4593875.99988437);10322;26246
